學年度,設立別,學校類別,學校統計處代碼,學校名稱,當學年度全校總量內核定新生招生名額(A),當學年度全校新生保留入學資格人數(B),當學年度全校總量內新生招生核定名額之實際註冊人數(C),當學年度全校境外(新生)學生實際註冊人數(D),當學年度全校新生註冊率(％)E=〔(C+D)/(A-B+D)〕*100％,當學年度全校招生特色說明
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,934,2,771,55,83.69,1.高等教育教學評鑑100%通過學校  2.全球獨創「模擬醫學人文課程」學校  3.多元頻繁的國際交流活動  4.研究品質表現佳並具學術特色的學校  5.全國唯一「三軌輔導」特色學校  6.高獎助的安心就學學校  7.深耕臺灣邁向國際的社會教育發展  8.東部志願服務典範學校  9.國家永續發展獎、東部唯一綠色大學示範學校
108,私立,一般大學,1028,臺北醫學大學,1378,1,1297,153,94.77,作為一所醫療專業的教育機構，北醫大擁有七所附屬醫院：北醫附設醫院、萬芳醫院、雙和醫院、寧波醫療中心、台北癌症中心、臺北神經醫學中心及新國民醫院，一校七院所組成的TMU HEALTH SYSTEM，總床數超過四千床，是為臺北都會地區發展最快速的醫療體系。七家附屬醫院在見、實習訓練上，提供學生完整的設備與空間，以最佳的臨床經驗與多元的執業機會，使北醫大畢業生就業率超過九成。  北醫大一校七院目前擁有四千七百位工作同仁，分別擔任教學、行政與醫療工作等，未來隨著大北醫體系的成長，北醫大的人力需求將大幅提昇，包括醫師、理人員等，在十年內大北醫體系將有兩千五百四十個人力的職缺，是北醫大畢業生就業的保證。  2019 學校簡介影片：http://www.tmu.edu.tw/Front/about/about7/Page.aspx?id=xHp6MaDAHCc=
108,私立,一般大學,1029,中山醫學大學,1917,0,1745,51,91.26,為發揚中山醫學大學校訓-誠愛精勤之精神，  本校教育目標是以培養優秀之醫學人才、研究高深醫學知識，以提昇醫療品質，  使國人獲得最佳之醫療照顧並尊重每位病患應有之權益為宗旨。    本校以教學、研究及臨床服務為三大任務，  且以培養傑出醫學人才為主，因此本校之教學，除教導學生追求豐富之醫學知識外，  更重視其完整人格養成，藉此實現創校之目標，進而使中山醫學大學成為世界優質之醫學教育中心及醫療重鎮。
108,私立,技專校院,1030,龍華科技大學,2826,7,2651,216,94.46,"龍華科技大學多年來大力投入資源，強調產學合作、技術研發與專業證照等實務教學，積極推動「訂單式就業學程」及學生校外實習，厚植學生就業競爭力。連續11年獲得教育部教學卓越計畫，獲獎勵金額高達6億0,685萬，超越多所國立科技大學，為台中以北地區私立科大第1；連續4年獲選教育部典範科技大學，為台中以北地區唯一入選之私立科大。本校亦連續兩年榮獲《Cheers》雜誌評選為全國TOP 20辦學績優學校。本校99年接受教育部技專院校評鑑，各系全數獲評為一等；103年底，本校工程學院5系通過104年IEET國際技術及訊息教育認證；104年5月，管理學院及人設學院9系亦通過教育部之科技校院評鑑，顯現本校之辦學持續不懈，蒸蒸日上！本校悉數挹注於提升教學品質之各項計畫中，已建構成一優良、多元之教學環境，大幅提升優質之教育品質。另外台北捷運新莊線全線通車後，終點迴龍站僅離本校約1公里，極為便捷。"
108,私立,技專校院,1031,輔英科技大學,3032,1,2765,55,91.38,本校於民國47年創校，為全國第一所私立醫護類職業學校，民國91年改制為科技大學，為第一所除了護理類科之外，發展相關醫學、理工與人文的私立科技大學，為全國科技大學中唯一設有附設醫院的學校，以培育健康科技專業人才為教育目標。創校迄今61年，培育護理師逾六萬名，服務於國內各級醫事機構。設有碩士班、四技、二技及五專四種學制，共16個系所。設有10個通過政府認證的專業技術鑑定試場。醫護國考證照通過率均超過全國考照率，護理師通過率達8成以上，更於106年度護理師高考榮獲全國榜首，前十名佔2名，107年度醫檢師國考榮獲全國第二名。107年度畢業生升學就業率高達90%。連續6年榮獲亞洲交換學生計畫白金獎。近二年新生註冊率90%以上，並榮獲教育部之高教深耕計畫、優化技職校院實作環境計畫、產業學院計畫、勞動部就業學程計畫等，爭取補助金額達1億元以上，為首屈一指之健康專業科技大學。
108,私立,技專校院,1032,明新學校財團法人明新科技大學,3406,0,2755,193,81.91,產業大學 企業最愛 課程以科技、服務為標的，管理、人文為基底的「全人教育」特色。陣容堅強頂尖師資，串聯產業與學界，結合10萬校友強力後盾，提供優質教學資源與豐富獎學金資源，鏈結經濟部七大工業區與勞動部成立產官學聯盟，建構畢業即就業學習網絡，雜誌評選企業最愛私立技職校院第1名，課程融入產業趨勢，產學緊密攜手，為企業合作育才首選，學用零落差，學生畢業即就業。 智慧科技 智慧服務掌握工業4.0發展，AI產業的發展趨勢，以「產業大學」為辦學定位的明新科技大學，採「智慧科技」與「智慧服務」為發展主軸，在AI智慧科技與研發應用上，利用產業資源豐富多樣的優勢，規劃跨領域課程與產學合作，成立校級的「智慧學研中心」單位，系所彈性靈活地培育實作人才。
108,私立,一般大學,1033,長榮大學,2534,0,2264,77,89.66,辦學理念：長榮大學之擘劃設立，乃沿襲臺灣基督長老教會之歷史傳統暨文化特色，承續英國宣教師敬虔上主、啟迪智慧，渡台興學傳道之精神，竭志弘揚真道，恪遵　基督耶穌公義、博愛、救世愛人之教訓，崇尚民主自由學風，恢宏創意思考，拓展國際視野，致力全人永續教育，美化身、心、靈，肯定生命尊嚴與價值。教育宗旨：長榮大學之創設，秉持基督耶穌救世愛人之精神，旨在造就負有「虔誠、勤奮、榮譽、服務」之博學宏才，胸懷國家、貢獻社會、服務人群，務期實踐辦學之異象與使命。教育目標：建立自由、民主、多元、開放學風的校園，揭櫫「終身教育」的理念，培育能學問思辨、適應創新、卓越領導、前瞻宏觀，並著重「管理科學」、「健康科學」與「人文社會」、「資訊工程」、「宗教研修」素養之優秀青年，期使他們成為兼具博愛、公義、服務與奉獻精神之高級知識份子和現代化公民。
108,私立,技專校院,1034,弘光科技大學,3479,0,3224,66,92.81,本校秉持「以人為本、關懷生命」的辦學理念，招生系所科有：護理系所(含博士班)、護理科、學士後護理系、生科系所、物治系、營養系暨營養醫學研究所、語聽系、動保學程、溝通英語系、文創系、老福系所、運休系、食科系所、幼保系、妝品系所、美髮系、健康系所、資管系、餐旅系、環安系所暨職安所、醫工系及資工系。歷年辦學績效獲各界肯定，107、108年獲教育部高等教育深耕計畫，每年約1億3000萬元補助，排名為全國私立科大第四、中部及北部私立科大第一；連續12年獲教育部獎勵教學卓越計畫，並獲「教育部補助發展典範科技大學計畫」，為中部地區私立科大及健康民生領域唯一獲經費補助之學校；亦為全國9所率先通過系所評鑑免評科大之一。本校現階段以提升畢業生多元競爭力、擴增產學創新研發能量、加強社會參與善盡社會責任為目標，朝向「健康與民生領域的頂尖科技大學」之願景邁進。
108,私立,一般大學,1035,中國醫藥大學,1721,1,1559,105,91.18,大學部招生特色說明：一、以本校校訓「仁慎勤廉」為本，培育兼具科學能力及人文關懷素養之醫事人才。二、配合多元入學之機制，落實公平公正，平衡城鄉及適性選才之功能。三、促進各系發展自我特色。四、保障弱勢學生教育機會，平衡城鄉差距。  研究所招生特色說明：一、彈性招生 (一)每位考生可跨院報名3個系所，提供學生多元選擇興趣 及研修領域(二)系所不分組招生(教學分組)。二、鼓勵優秀大學部學生上修碩士班課程，於正式進入碩士班後，可抵免部份課程學分，縮短修業年限。三、逕讀博士班 (一)以學生正向學習態度為口試甄選之要項 (二)鼓勵本校優秀學生逕讀博士學位，縮短修業年限。四、增加研究生獎助學金。
108,私立,技專校院,1036,健行學校財團法人健行科技大學,3388,1,2881,49,85.27,1. 重視品德人格教育：本校校訓「好學有禮」，目的為型塑「有禮」的校園文化，以身教及境教培養學生的職場倫理與工作態度。 2. 推動專業與實務結合之特色學程與課程：本校課程規劃與教育部UCAN職業架構銜接的專業學程，使學生可以依其發展方向選修相關學程與報考相關證照，並開設實習課程，透過實習結合所學運用，協助培養學生的職場競爭力。 3. 多元外語文能力與國際交流活動：本校開設多種語言課程(例如：日語、英語、韓文、越南文等)供學生修習，以提升學生的國際競爭力。 4. 重視多元學習與社團活動：本校將社團活動列入必修課程，讓學生除在校學習專業外，以培養群體活動與拓展人際關係。
108,私立,技專校院,1037,正修學校財團法人正修科技大學,5411,9,4751,224,88.43,1.教學品質保證：101-105年度獲教育部『典範科技大學』之肯定；連續12年獲教學卓越大學獎勵，另被評比為產學合作頂標學校且科大評鑑成績超越國立科大。 2.學制設置完整：設博、碩士(在職)班、日四技、五專(土木及建築科)，進修部四技、二專、二技、產學訓、產學攜手、雙軌旗艦與產學碩士等具實務導向專班，提供升學與就業機會。 3.招生管道多元：提供技職繁星入學、高中申請入學及技優甄審、甄選入學、運動績優單招、聯合登記分發及四技進修學制單獨招生等多元入學。 4.落實技職特色：每年邀請近千位產業界專業人士協同授課與產業實質接軌；更連續22年獲頒產學合作績優獎，全面提升學生實務力與就業競爭力。 5.優渥獎助學金：訂定研究生、四技新生、運動績優等入學獎勵辦法，入學後提供各類獎學金、助學金及工讀機會。
108,私立,技專校院,1038,萬能學校財團法人萬能科技大學,3796,7,2961,77,78.58,1航空城大學全國唯一：離桃園機場最近的科大，享有航空產業豐沛資源。2北台灣第一桃竹苗首選：107私立科大新生註冊人數北台灣第一，107科大日間部註冊率桃竹苗考區第一。3五星級套房宿舍全新落成：智慧綠建築四人房，五星級萬大花園景觀餐廳。4實習就業全國第一：大四全面實習，實習就業無縫接軌，就業率全國科大第一。5國家技能檢定全國第一：職類數量與考照人數全國之冠。6菁英百萬就業百萬：除國立收費外，另有菁英獎助學金40萬，加上實習給薪，在學期間收入百萬。7航空餐旅全國最大：觀餐暨管理學院人數達7500人，跨2種以上專業領域學習，提昇國際就業競爭力。8設計時尚國際發光：師生榮獲教育部技職之光，國際iF、RedDot設計大獎，引領國際設計流行時尚。9航空工程快速起飛：與航空界龍頭華航、長榮、漢翔、亞航…產學策略聯盟，接軌波音、空中巴士等國際大廠。10三鐵一港交通便捷：高鐵、台鐵、捷運與機場便利交通網。
108,私立,一般大學,1039,玄奘大學,984,0,632,50,65.96,玄奘大學是由佛教界集資興建的高等教育學府，民國86年3月25日奉教育部核准成立，並於86學年度開始招生。93學年度獲教育部正式核定升格大學，配合增設系所及學院系所調整，分別設立社會科學院、傳播學院、國際餐旅暨管理學院及設計學院，建構完整的大學學院組織架構。本校獲得教育部教學卓越計畫補助，在大學校務評鑑，獲高等教育評鑑中心五個項目全數認可通過，未來將持續深耕成為教學卓越大學。本校的設校宗旨為：研究學術、培育人才、傳授知識，並以正知正見闡揚真理，淨化人心，服務社會，促進國家發展。為德業陶冶、悲智本懷、勤奮自發、堅毅自強等精神，訂定德智勤毅為校訓。因此，本校秉持效法玄奘堅毅精神，開創承先啟後的生命無限價值；透過全人教育，以期能透過專業學院一通識教育，由專業發展、個人自主、社會關懷、職涯發展幾個面向，培育兼具專業職能，自主與務實、人文與社會關懷、多元文化視野的玄奘人。
108,私立,技專校院,1040,建國科技大學,2742,0,1986,0,72.43,1.教室、實驗室、辦公室、學生宿舍全面空調化，圖書館資訊化。 2.工程學院全面通過技術教育認證(TAC)；設計學院全面通過設計教育認證(DAC)。 3.連續9年榮獲教育部教學卓越計畫三億三仟萬元獎助。 4.與上銀科技、漢翔航空、鴻海科技、寶成工業、健椿工業、全興工業、九族文化村、宏全國際、統一渡假村、福泰商務飯店、永豐棧酒店、曼都國際、媚登峰國際、泰金寶科技（海外）公司等數十餘所大型企業簽訂產學合作，提供學生實習及就業機會。 5.重視創新研發，榮獲美國、德國、瑞士、法國、俄羅斯、義大利、烏克蘭、日本、韓國、馬來西亞、台北等國際發明展奪得380金299銀129銅163特別獎等獎項。 6.訂有學生基本能力畢業門檻及相關輔導措施，提升學生之就業競爭力。 7.與國內67所高中職結合成策略聯盟合作關係，共享教育資源。 8.重視大學國際化與15個國家216所大學簽訂合作協議。
108,私立,技專校院,1041,明志科技大學,1155,5,1046,22,91.13,本校設有工程學院（機械工程系、電機工程系、電子工程系）、環境資源學院（化學工程系、材料工程系、環境與安全衛生工程系）、管理暨設計學院（工業工程與管理系、經營管理系、工業設計系、視覺傳達設計系），十系均設置碩士班、化工系另設生化工程碩士班，共11 個碩士班，105 學年起設立能源電池科技博士學位學程，培育綠色能源研發人才。本校實施全體住校，綠地廣闊、景緻優美，成立約50 個學生社團，校園生活活潑豐富，讀書風氣盛。本校並實施全薪工讀實習制度，與約200家中大型企業合作，大三學生均須在國內外企業實習一年，畢業後即具備完整的實戰工作經驗，與就業市場無縫接軌。秉承創辦人王永慶先生「辦最好大學」的理念，人才培育上，本校自創校起即以著重勤勞樸實態度養成，實施全體住校、書院輔導、工讀實務實習等制度，加強專業知能培訓、充實通識教育及服務學習涵養，推動身心靈均衡發展的全人教育，培養畢業生成為「產業最愛人才」。
108,私立,技專校院,1042,台鋼學校財團法人台鋼科技大學,1518,0,835,207,60.41,區位優勢:1.座落在高雄科學園區內的優質產業型科技大學。2.校內設有自然史教育館的科技大學。辦學績優:1.榮獲教育部獎助102至107年度高教深耕/教學卓越計畫逾2億3千5佰萬元。2.榮獲教育部獎助第二期技職再造計畫逾1.04億元。3.師生參加國際發明展與設計競賽勇奪近600面獎牌。教學特色:1.培育學生具備創意、創新、創業的「三創人才」，將專利發明列為創新導向的教育目標，鼓勵學生將研究成果專利化，提高產業應用價值。2.推動『一證三照』，學生畢業時除了畢業證書外，分別考取英語、基本資訊與專業證照，就業競爭力百分百。3. 落實「一生六師」計畫與「階梯式的實習機制」輔導學生學習與就業無縫接軌，畢業即就業。4. 簽署跨國實習合作計劃，實習企業遍布全球，培養世界級就業即戰力。5.設有「咖啡書屋」、「卓越園區」、「水域活動教練場」、「日本文化學苑」、「健身工坊」等多功能學習領域。
108,私立,技專校院,1043,大仁科技大學,2424,0,1740,61,72.47,本校創校53年，以藥學起家，系所專業類別多元，設有藥學暨健康學院、休閒暨餐旅學院、人文暨資訊學院等3個學院，包括：7個研究所、20個系與學士學程。本校立足於五大特色：幸福能力教育、幸福產業創新、全面實習實作、關懷社會幸福及提升學生國際視野，實踐本校成為「藥健幸福創新與實踐的典範科技大學」之目標。各系均建置與時俱進的實作設備，並不定期安排企業參訪及業師協同教學等，為學生之實習與日後就業預先鋪路。各系設有融滲服務學習的專業課程和通識課程，每學年至少開設25門以上內涵服務學習相關課程。全校各系皆開設校外實習課程，建教實習合作廠商超過700家，畢業生就業率達90%以上。學生可參與常態性的海外實習、國際志工、參與國際發明展等活動，提升國際視野。每年開辦各類就業學程、產業學院課程，以學生為本，提升學生就業競爭力，學習、實習、就業、創業一條龍，畢業沒煩惱。
108,私立,技專校院,1044,聖約翰科技大學,1194,5,492,48,43.65,本校提供多元的入學管道，四技日間部設有【工程學院】、【商管學院】、【民生與設計學院】3學院14系6個研究所，並配合產業需要招收雙軌旗艦班，未來更規劃與業界攜手合作產學專班，培育德才兼備具整合與實作能力的人才。五專部，則提供五專學生學習專業技能的最佳求學環境，亦有多元的選擇與適性發展的類科；設有【工商管理科】、【電子資訊科】、【電機工程科】、【應用英語科】、【車輛工程科】等不同的專業領域，運用大學教育資源、培育具創意思考、學用合一及務實致用的專科人才。境外生則可選擇二技日間部境外生專班或四技日間部，提供客製化課程及臺灣深度文化課程，讓境外生與本國籍學生進行交流。
108,私立,技專校院,1045,嶺東科技大學,2726,0,2605,37,95.62,本校自創校之初，即以「學以致用、誠以待人」為校訓；2017年，衡酌國際潮流及社會發展趨勢，更提出了「專業優質、穩健成長、精緻規劃、特色創新」為辦學理念，「厚植通識素養，精進博雅教育、推動創新教學，深化實務知能、落實在地連結，共創產學價值、精進跨域學習，多元職能加值、拓展國際視野，強化南向交流、實踐社會責任，優化社區生態」為六大發展目標，作為本校重要的發展方向。除繼續秉持創辦人辦學的基本理念外，更期盼以前瞻的視野與胸懷，培育具有全人素養、專業知能、資訊運用及國際視野的優質人才。在今日世界各國宛若地球村的年代裡，本校將持續秉持穩健發展、追求卓越的精神，期許自我成為一所教學卓越的專業應用型大學，並成為臺灣技職教育的特色學府。
108,私立,技專校院,1046,中國科技大學,3062,4,2516,33,82.47,"卓越教學豐碩： 107-108年獲教育部補助共1億4,470萬元，私立科大排名第9。連續12年教育部獎助教學卓越計畫4億1,160萬，私立科大排名11。教育部補助學海飛颺留學補助經費，私立科大排名第1。企業捐資助學：研揚科技捐資1億元，信義企業集團捐資4,273萬元。產學創新績優：與381家企業夥伴簽約。獲部會學生創業競賽獎累積607萬。美國MSU雙聯學位助學生圓夢。師生屢獲德國IF、紅點設計大獎，獲教育部獎勵設計藝術類國際競賽團隊，排名全國前五強。「天下USR大學公民評選」在大專院校評比得分為全國科大第五名，私立科大第一名，不僅讓社會大眾看見學校的熱情，也充分展現中國科大的價值。專業特色--規設院：從營造、空間、平面到互動影音，栽培全方位設計人才。管院：國際化服務溝通、智慧化服務管理、跨域企劃管理。資院：App檢測與開發、大數據智慧商務、物聯網應用與安全檢測。"
108,私立,技專校院,1047,中臺科技大學,2908,0,2420,27,83.37,醫療暨健康產業管理系(碩士班)、資訊管理系、行銷管理系、國際企業系、兒童教育暨事業經營系、應用外語系、生物科技暨醫學工程研究所、文教事業經營研究所與長期照顧碩士學位學程，共14系2獨立研究所1學位學程。以培育社會所需具「技術專業、人文關懷」之健康產業專業人才為教育目標，透過基本素養能力培育學生成為具備關懷、誠信、獨特、服務與團隊合作之專業人才。學生基本素養如下：一、專業技術與實作能力；二、語言與資訊應用能力；三、自然數理與社會科學能力；四、人文關懷與實踐能力；五、多元文化與藝文能力；六、溝通協調與團隊合作能力。<br>
108,私立,一般大學,1048,亞洲大學,3197,0,3002,205,94.27,亞洲大學是一個前瞻，有遠見且快速成長的學校。創校四年即改制為亞洲大學，我們有新穎的教學設備與完善的學生宿舍，不同性質的社團，豐富您的大學生活，達到身、心、靈的健康發展。除了注重專業知識的教導，我們也重視人文素養及推動品德教育的提升，積極打造「人文特色和典雅藝術的花園大學」，例如：羅馬競技場外觀的室內體育館、仿歐洲古宮殿外貌的行政大樓及圖書館，校園綠意盎然，襯托大小荷花池和太極湖，荷香凌波，桃李成蹊，校園處處有世界名家之藝術真品。  亞洲大學附屬醫院也於105年8月1日起營運，秉持「救急、救心、救腦、救命」使命，照護臺中、南投、彰化等鄰近百萬民眾身體健康，並可提供亞大學生最近、最完善的實習場域，達到「專業、實習、就業」一條龍培訓，極受學生和家長喜愛。
108,私立,一般大學,1049,開南大學,1778,0,1568,83,88.72,一、開南大學設有商學院、觀光運輸學院、資訊學院、人文社會學院、健康照護管理學院等五大學院。二、擁有鄰近國際機場的優勢，培養具有國際前瞻性的觀光餐旅、物流及空運人才，並為順應資訊、網路為主軸的時代來臨，培養資傳、資管及數位媒體專業資訊人才。三、為建立開南人隨時掌握全球資訊、吸收新知，本校設有樂活中心、大數據生活智慧館、語言教室、東京館、無線上網、4K影視後製中心等，提升全校師生在E世代競爭環境應具備的國際化設備。四、本校強調國際化人才的培育，推動全英語教學的商學院國際榮譽學程，並建構英語化的學習生活環境，開南人培育優質的世界公民，學習英語就在開南。五、一流專業師資，重視教學品質，本校高達9成博士級師資比率領先全國(助理教授級以上師資)。六、本校設有新生入學獎助學金及學業、證照獎學金以培植優秀學子。七、以上說明如有未盡事宜，悉依本校學則及相關法令規定辦理。
108,私立,一般大學,1050,佛光大學,1140,0,984,46,86.85,本校位於宜蘭縣礁溪鄉，自民國82年開始籌設，歷經7年的環境影響評估及校區雜項工程施工，投入10餘億資金及無數人力物力，於89年7月正式招生。本校係一所社會性、綜合性的大學，不僅重視學生的專業能力，更在乎全人的發展。開辦之初，先獲准招收研究所，後再陸續開設學士班，其目的是以「碩、博士班」為基石，穩固教師質量及教學品質，並以研究所的先修理念規劃學士班的課程，期許同學可以具備成熟的人格特質和基本的學術研究能力。本校現有5個學院、15個學系及1個獨立研究所，學制含括學士班、碩士班、碩士在職專班及博士班，本校除榮獲教育部教學卓越大學、高教深耕計畫，大學校院通識教育暨第二週期系所評鑑亦全數通過，並以發展精緻教學型大學為目標，積極鼓勵教師精進研究、激勵學生學習動機及提升學習成效、促進生涯與職涯發展，同時提升研究特色品質與增強國際化程度，以追求永續發展邁向卓越。
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,3377,7,3035,18,90.11,1.教學卓越：102-107年榮獲教育部教學卓越計畫及高教深耕計畫，6年共約2億元。 2.評鑑績優：「101學年度科技大學評鑑」行政類及22系所榮獲一等，「106學年度科技大學評鑑」校務類通過。 3.文創領航：以文化創意融入教學，學風自由活潑，重視創意發想。 4.多元價值：德、智、體、群、美、技六育並重，強調服務學習，培養體魄品德。 5.務實致用：強調實務學習，就業導向教學，與職場工作無縫接軌。 6.國際視野：營造國際化學習環境，促進學生國際交流，提升學生國際移動力。
108,私立,技專校院,1052,中信金學校財團法人中信科技大學,2067,0,1277,13,62.02,"本校於民國89年開始進行創造力教育，並以創意實踐(I：Innovation)、人格教育(D：Discipline)、卓越教學(E：Excellence Teaching)、產學聯盟(A：Alliance)與關懷學生(L：Love)之IDEAL100為本校發展理念。檢視過去幾十年來執行成效，不論是在各種制度建置、教學環境改善、學生學習成效改善、學生就業能力提升等方面，皆有大幅的進步。其中，在創意教學部分：培養學生「想得到」能力，師生專利申請件數已超過4,570件，連續15年全國大學第一。在創新研發部分：培養學生「做得出」能力，國際發明展獲獎獎牌已超過600面，其中金牌超過199面，全國大學第一。在創業育成部分：培養學生產品「賣得掉」能力，創業競賽名揚國際，至目前累積之競賽獎金已超過3,200萬元，全國科技大學第一。綜上所述，本校已儼然成為國內三創教育的標竿大學。"
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,2317,0,1868,39,80.94,本校發展定位為「i3BEST」，以「創新、整合、智慧」的執行策略達成「產學標竿」、「教學卓越」、「學校永續」、「特色專業」的目標，並以「醫事科技」、「健康管理」、「福祉產業」發展為具生醫健康特色的實務教學大學。走在大健康產業尖端，本校擁有台灣最齊全的醫護、健康及福祉產業管理系所，貼近台灣高齡化社會所需人力需求。本校在企業最愛大學中名列前茅，不但為學生提供就業所需的學習和準備，除基本專業知識更兼顧理論與實務，也安排學生至海內外各大醫院及業界實習與見習。本校與策略聯盟及建教合作廠商有500多家，是全台與生醫相關企業簽約最多的學校。本校亮點：為全國承辦/協助最多地方政府健康城市及食安五環的科技大學；為中北八縣市唯一醫護健康專業學校；擁有全國唯一勞動部設立醫護職涯體驗中心；全國唯一大學設置影像醫學博物館；本校智慧精準運動中心與哈佛大學合作；企業最愛本職在職率最高及高薪就業率高之學校。
108,私立,技專校院,1054,景文科技大學,2383,4,1783,179,76.70,1.本校共計14系、8組、1學位學程，四個學院1.觀光餐旅學院2.商管學院3.人文暨設計學院4.電資學院，是教育部獎勵的「教學卓越計畫」大學。 2.本校特別注重產學雙向交流，強化產學合作教學，積極推動學生校外實習與海外實習，與19國154校（單位）海外合作學校簽訂合約，就學國際化。為培養學生具就業競爭力，成立學生職涯發展中心，規劃一系列之輔導課程與活動，以達畢業即就業之辦學宗旨。 3.建構外語教學環境，強化學生外語能力，推動國際交流與師生互訪。 4.本校教師多具有實務經驗，符合科技大學之教育政策。5.本校日間部學雜費為國內所有私立科技大學及技術學院中收費最低，在公益董事會之督導下，一切學校收入用在教學研究。 6.2019《遠見雜誌》企業最愛大學生調查，獲全國第二。
108,私立,技專校院,1055,中華醫事科技大學,3049,0,2228,45,73.46,創校50週年的中華醫大，一向來強調全方位的教育理念，教育目標除了專業知能的發展外，也重視學生人文素養與社會關懷精神的啟發，以培養能夠適應多元社會變遷能力的青年為職志。因此，不但提供多元化的學習環境，包括知性發展、語文思考能力表達、正確的工作態度，並訓練其獨立的人格、穩定的情緒、強健的體魄與團隊合作精神，讓學生能伸展觸角，作廣泛涉獵，達成全人教育功能，增進其競爭力與發展潛能。歷年來本校學生在醫檢師、護理師、營養師、食品技師等國家考試中，及格率屢創新高；安全衛生管理師、疾病分類員、中餐烹飪、西點烘焙、檢驗分析、保育員、保母、美容師等証照技能檢定考亦捷報頻傳。校內學生社團蓬勃發展，學生參與度高，在社團活動中快樂成長學習，值得一提的是，本校運動風氣興盛，重視強建體魄之鍛練，因此田徑代表隊健兒年年都在全國大專運動會上大放異彩。
108,私立,技專校院,1056,東南科技大學,1769,3,1315,116,76.04,1.八輔合一，全人發展：本校校訓精神「忠誠勤毅」，即強調教育首重品格培育，透過融滲式教學在專業與博雅通識課程，融入品德教育，達到教育於無形的目的。以資訊系統進行學生學習歷程與輔導個別化紀錄，進行學習、證照、生活、社團、職涯、實習、心理、專題等之全方位輔導，建立適性輔導系統並發揮輔導綜效。2.建構教學品保系統，維護學生受教權：以學生學習成效為導向，將教育目標與課程關聯性規劃於學習地圖，瞭解畢業後之職涯發展。學生學習品質管制則實施「1131」畢業門檻，即學生在畢業前必須取得1張服務證明；1門以上跨領域課程修習；3類證照-外語能力證明、專業能力證照、資訊能力證照；完成1系修業規定，為確保教學品質，參與IEET工程與科技教育認證，以提升教育品質並與國際接軌。3.學用合一，提升學生就業力：聘請業師進行協同教學，透過完整就業導向課程、證照輔導與專業實務實習，成為優質專業技術人才，並順利就業。
108,私立,技專校院,1057,德明財經科技大學,2016,1,1745,84,87.14,1.本校1965年創校，2007年改名科技大學，為國內第一所財經科技大學，秉持「篤信好學」之校訓，培育財金、商管及資訊專長之學生。2.本校財金學院與管理學院有最完整的商業類系，可滿足學生的興趣與選擇。3.各系全力推動就業學程、產學合作及校外專業實習，並鼓勵學生取得證照，落實就業接軌。4.致力品格教育，推動服務學習、學程化課程設計，並拓展國際交流、加強學生外語能力，增進學生國際觀，提升就業競爭力。5.2019年獲「企業最愛大學生」私校財金學群第二名及全國第五名。6.2016年獲「企業最愛畢業生」商業類私校科大第二名。7.2019年獲第九屆三好校園實踐學校。8.三度榮獲「年度品格教育特色學校」。9.本校社團「學生會」榮獲2017年至2019年特優獎。10.教育部認可制評鑑，本校均獲「通過」之最優成績。11.與美國明尼蘇達州曼徹普立敦大學、日本星城大學等多校簽訂大學雙聯學位。
108,私立,一般大學,1058,明道學校財團法人明道大學,1097,7,672,63,63.75,1. 校園環境優美：51公頃校園綠意盎然，書院式建築，教學、休憩、運動分區機能完善，為有機生態及永續能源的示範校園。2.落實學用合一：本校定位為產學型大學，強調學中做、做中學，嚴選海內外企業合作推動實務實習，紮實培育學生就業力，畢業即就業。3.校園國際化：境外生比例約16%，與美加歐澳日韓等多國大學合作，為CONAHEC、SQA國際交換學生組織成員，每年提供百名以上海外交換或實習名額。設19個海外辦事處，推動海外學習及實習。4.獎助學金多：提供多項獎助學金措施，如：菁英獎學金、繁星及技藝優良獎學金、偏遠地區助學金。結合企業資源，提供5年3000萬助學金，幫助經濟弱勢學生安心就學。5.校園機能完善：學生宿舍皆為獨立衛浴套房。溫水游泳池、健身房、室內外球場、探索教育場等運動設施原多元，多家客運大眾運輸進入校園，校內有便利商店、超市，生活機能健全豐富。
108,私立,技專校院,1060,南開科技大學,1215,0,826,117,70.80,(一)獎助學金優渥：提供約三千萬元之新生入學獎學金。 (二)辦學績效卓越：本校連續十二年獲教育部教學卓越大學獎勵，中部私立科大第一。 (三)交通路線便捷：本校距台中火車站約30分鐘車程，並提供中彰投縣市十餘條便捷之校車路線，此外台中市108路公車更以本校為起迄站，可直通台中火車站及一中街商圈。 (四)學習環境優質：校園建置高速光纖及無線網路與全e化冷氣教室，透過教師自行設計的數位教材進行生動活潑的互動式教學。 (五)生活設施完善：校園內設置全家便利商店、美食餐廳、書局及新穎的冷氣網路套房式宿舍。
